Title,Year,Genres,Language,Country,Content_Rating,Duration,Aspect_Ratio,Budget,Gross_Earnings,Director,Actor1,Actor2,Actor3,Reviews_by_Users,Reviews_by_Critics,IMDB_Score
The Station Agent,2003,Comedy Drama,English,USA,R,89,1.85,500000,5739376,Tom McCarthy,Peter Dinklage,Joe Lo Truglio,Paula GarcÃ©s,286,154,7.7
The Triplets of Belleville,2003,Animation Comedy Drama,French,France,PG-13,80,1.66,9500000,7002255,Sylvain Chomet,Michel Robin,Charles Linton,BÃ©atrice Bonifassi,312,167,7.8
The Visual Bible: The Gospel of John,2003,Biography Drama History,English,Canada,PG-13,125,1.85,17000000,4068087,Philip Saville,Henry Ian Cusick,Alan Van Sprang,Scott Handy,74,25,7.7
The Work and the Story,2003,Comedy,English,USA,NA,77,NA,103000,NA,Nathan Smith Jones,Richard Moll,Frank Gerrish,Christopher Robin Miller,5,1,5.7
Thirteen,2003,Drama,English,USA,R,100,1.85,1500000,4599680,Catherine Hardwicke,Holly Hunter,Sarah Clarke,Kip Pardue,545,126,6.8
This Thing of Ours,2003,Crime Drama,English,USA,Not Rated,100,1.85,2000000,37227,Danny Provenzano,Vincent Pastore,Frank Vincent,Chuck Zito,18,5,5.4
Timeline,2003,Action Adventure Sci-Fi,English,USA,PG-13,116,2.35,80000000,19480739,Richard Donner,Paul Walker,Gerard Butler,Ethan Embry,457,123,5.6
Touching the Void,2003,Adventure Documentary Drama Sport,English,UK,R,106,1.85,2000000,4581222,Kevin Macdonald,Nicholas Aaron,Brendan Mackey,Joe Simpson,156,121,8.1
Tupac: Resurrection,2003,Biography Documentary Music,English,USA,R,112,1.85,300000,7707563,Lauren Lazin,James Cagney,Gary Coleman,Todd Bridges,32,26,8
Under the Tuscan Sun,2003,Comedy Drama Romance,English,USA,PG-13,113,1.85,18000000,43601508,Audrey Wells,Raoul Bova,Lindsay Duncan,Mario Monicelli,317,111,6.7
Underworld,2003,Action Fantasy Thriller,English,UK,R,133,2.35,22000000,51483949,Len Wiseman,Sophia Myles,Kevin Grevioux,Shane Brolly,806,226,7
Veronica Guerin,2003,Biography Crime Drama Thriller,English,Ireland,R,98,2.35,17000000,1569918,Joel Schumacher,Brenda Fricker,David Murray,Gerard McSorley,113,106,6.9
What a Girl Wants,2003,Comedy Drama Family Romance,English,USA,PG,105,2.35,20000000,35990505,Dennie Gordon,Colin Firth,Oliver James,Kelly Preston,194,66,5.8
Willard,2003,Drama Horror Sci-Fi Thriller,English,Canada,PG-13,100,2.35,22000000,6852144,Glen Morgan,Laura Harring,Ty Olsson,Jackie Burroughs,213,129,6.2
Wonderland,2003,Crime Drama Mystery Thriller,English,USA,R,104,1.85,5000000,1056102,James Cox,Alexis Dziena,Louis Lombardi,Franky G,153,91,6.6
Wrong Turn,2003,Horror Thriller,English,USA,R,84,1.85,12600000,15417771,Rob Schmidt,Kevin Zegers,Lindy Booth,Julian Richings,540,191,6.1
X-Men 2,2003,Action Adventure Fantasy Sci-Fi Thriller,English,Canada,PG-13,134,2.35,110000000,214948780,Bryan Singer,Hugh Jackman,Bruce Davison,Aaron Stanford,1055,289,7.5
13 Going on 30,2004,Comedy Fantasy Romance,English,USA,PG-13,98,1.85,37000000,56044241,Gary Winick,Jennifer Garner,Judy Greer,Christa B. Allen,339,119,6.1
50 First Dates,2004,Comedy Romance,English,USA,PG-13,99,2.35,75000000,120776832,Peter Segal,Adam Sandler,Peter Dante,Allen Covert,456,147,6.8
A Cinderella Story,2004,Comedy Family Romance,English,USA,PG,95,1.85,20000000,51431160,Mark Rosman,Dan Byrd,Lin Shaye,Julie Gonzalo,232,69,5.9
A Home at the End of the World,2004,Drama Romance,English,USA,R,97,2.35,6500000,1029017,Michael Mayer,Robin Wright,Matt Frewer,Sissy Spacek,135,84,6.8
A Very Long Engagement,2004,Drama Mystery Romance War,French,France,R,133,2.35,47000000,6167817,Jean-Pierre Jeunet,Denis Lavant,AndrÃ© Dussollier,Albert Dupontel,239,186,7.7
After the Sunset,2004,Action Comedy Crime Drama,English,USA,PG-13,97,2.35,58000000,28328132,Brett Ratner,Salma Hayek,Don Cheadle,Chris Penn,147,117,6.3
Against the Ropes,2004,Biography Drama Romance Sport,English,USA,PG-13,110,2.35,39000000,5881504,Charles S. Dutton,Omar Epps,Charles S. Dutton,Tim Daly,50,76,5.3
Agent Cody Banks 2: Destination London,2004,Action Adventure Comedy Family Romance Sci-Fi,English,USA,PG,100,2.35,26000000,23222861,Kevin Allen,Daniel Roebuck,Frankie Muniz,David Kelly,44,55,4.5
Alexander,2004,Action Adventure Biography Drama History Romance War,English,Germany,R,206,2.35,155000000,34293771,Oliver Stone,Anthony Hopkins,Angelina Jolie Pitt,Brian Blessed,1390,248,5.5
Alfie,2004,Comedy Drama Romance,English,UK,R,103,1.85,60000000,13395939,Charles Shyer,Omar Epps,Nia Long,Jane Krakowski,146,135,6.2
Along Came Polly,2004,Comedy Romance,English,USA,PG-13,90,1.85,42000000,87856565,John Hamburg,Philip Seymour Hoffman,Masi Oka,Debra Messing,268,108,5.9
An American Girl Holiday,2004,Drama Family,English,USA,NA,86,1.33,200000,NA,Nadia Tass,Mia Farrow,Jordan Bridges,Bruce Gooch,32,6,7.2
Anacondas: The Hunt for the Blood Orchid,2004,Action Adventure Horror Thriller,English,USA,PG-13,97,2.35,25000000,31526393,Dwight H. Little,Nicholas Gonzalez,Salli Richardson-Whitfield,Johnny Messner,144,94,4.6
Anchorman: The Legend of Ron Burgundy,2004,Comedy,English,USA,PG-13,98,1.85,26000000,84136909,Adam McKay,Darcy Donavan,Will Ferrell,Steve Carell,577,181,7.2
Around the World in 80 Days,2004,Action Adventure Comedy,English,USA,PG,120,2.35,110000000,24004159,Frank Coraci,Jim Broadbent,Steve Coogan,CÃ©cile De France,191,188,5.8
AVP: Alien vs. Predator,2004,Action Horror Sci-Fi Thriller,English,USA,PG-13,109,2.35,60000000,80281096,Paul W.S. Anderson,Sanaa Lathan,Colin Salmon,Raoul Bova,1283,247,5.6
Barbershop 2: Back in Business,2004,Comedy Drama,English,USA,PG-13,106,1.85,18000000,64955956,Kevin Rodney Sullivan,Harry Lennix,Sean Patrick Thomas,Kenan Thompson,69,50,5.7
Before Sunset,2004,Drama Romance,English,USA,R,80,1.85,2700000,5792822,Richard Linklater,Vernon Dobtcheff,Albert Delpy,Marie Pillet,492,211,8
Being Julia,2004,Comedy Drama Romance,English,Canada,R,104,1.85,18000000,7739049,IstvÃ¡n SzabÃ³,Miriam Margolyes,Shaun Evans,Juliet Stevenson,112,93,7.1
Beyond the Sea,2004,Biography Drama Music Musical,English,USA,PG-13,118,2.35,23000000,6144806,Kevin Spacey,Kevin Spacey,Bob Hoskins,Brenda Blethyn,248,113,6.7
Birth,2004,Drama Mystery Romance Thriller,English,USA,R,100,1.85,20000000,5005883,Jonathan Glazer,Cameron Bright,Anne Heche,Danny Huston,361,167,6.1
Blade: Trinity,2004,Action Adventure Fantasy Horror Sci-Fi Thriller,English,USA,R,122,2.35,65000000,52397389,David S. Goyer,Ryan Reynolds,Natasha Lyonne,John Michael Higgins,514,185,5.9
Bobby Jones: Stroke of Genius,2004,Biography Drama Romance Sport,English,USA,PG,128,2.35,17000000,2694071,Rowdy Herrington,Aidan Quinn,Jeremy Northam,Paul Freeman,64,35,6.7
Brave New Girl,2004,Drama Family Music,English,USA,PG-13,120,NA,NA,NA,Bobby Roth,Virginia Madsen,Aaron Ashmore,Lindsey Haun,27,1,5
Breakin' All the Rules,2004,Comedy Romance,English,USA,PG-13,85,2.35,10000000,11827301,Daniel Taplitz,Jennifer Esposito,Tate Taylor,Patrick Cranshaw,26,39,5.5
Bride & Prejudice,2004,Comedy Drama Musical Romance,English,UK,PG-13,122,2.35,7000000,6601079,Gurinder Chadha,Indira Varma,Martin Henderson,Anupam Kher,276,119,6.2
Bridget Jones: The Edge of Reason,2004,Comedy Drama Romance,English,UK,R,108,2.35,40000000,40203020,Beeban Kidron,Colin Firth,Jim Broadbent,Celia Imrie,259,143,5.9
Catch That Kid,2004,Comedy Crime,English,USA,PG,91,1.85,18000000,16702864,Bart Freundlich,Kristen Stewart,Corbin Bleu,Kevin G. Schmidt,49,54,5.2
Catwoman,2004,Action Crime Fantasy Romance Thriller,English,USA,PG-13,87,2.35,100000000,40198710,Pitof,Frances Conroy,Christopher Heyerdahl,Alex Borstein,660,212,3.3
Cellular,2004,Action Crime Thriller,English,USA,PG-13,94,2.35,25000000,32003620,David R. Ellis,Richard Burgi,Valerie Cruz,Will Beinbrink,355,127,6.5
Chasing Liberty,2004,Comedy Romance,English,USA,PG-13,101,2.35,23000000,12189514,Andy Cadiff,Annabella Sciorra,Stark Sands,Terence Maynard,129,65,6.1
Christmas with the Kranks,2004,Comedy Family,English,USA,PG,99,2.35,60000000,73701902,Joe Roth,Jamie Lee Curtis,Cheech Marin,Jake Busey,209,105,5.2
Clean,2004,Drama Music Romance,French,France,R,110,2.35,4500,136007,Olivier Assayas,Maggie Cheung,BÃ©atrice Dalle,Don McKellar,39,81,6.9
Closer,2004,Drama Romance,English,USA,R,98,1.85,27000000,33987757,Mike Nichols,Natalie Portman,Julia Roberts,Colin Stinton,903,212,7.3
Club Dread,2004,Comedy Horror Thriller,English,USA,R,119,2.35,8550000,4992159,Jay Chandrasekhar,Brittany Daniel,Lindsay Price,Jay Chandrasekhar,201,66,5.6
Collateral,2004,Crime Drama Thriller,English,USA,R,120,2.35,65000000,100003492,Michael Mann,Tom Cruise,Jada Pinkett Smith,Debi Mazar,836,299,7.6
Confessions of a Teenage Drama Queen,2004,Comedy Family Music Romance,English,Germany,PG,89,1.85,15000000,29302097,Sara Sugarman,Adam Garcia,Carol Kane,Glenne Headly,105,74,4.6
Connie and Carla,2004,Comedy Crime Music,English,USA,PG-13,108,1.85,20000000,8054280,Michael Lembeck,Debbie Reynolds,Nia Vardalos,Dash Mihok,117,76,6.3
Crash,2004,Crime Drama Thriller,English,Germany,R,115,2.35,6500000,54557348,Paul Haggis,Don Cheadle,Loretta Devine,Jennifer Esposito,1624,287,7.9
D.E.B.S.,2004,Action Comedy Romance,English,USA,PG-13,91,2.35,3500000,96793,Angela Robinson,Jordana Brewster,Geoff Stults,Scoot McNairy,135,50,5.3
Dawn of the Dead,2004,Action Horror Thriller,English,USA,R,110,2.35,26000000,58885635,Zack Snyder,Ty Burrell,Kevin Zegers,Mekhi Phifer,1057,287,7.4
Dead Man's Shoes,2004,Crime Drama Thriller,English,UK,NA,90,1.85,695393,6013,Shane Meadows,Paddy Considine,Gary Stretch,George Newton,207,99,7.7
Dear Frankie,2004,Drama Romance,English,UK,PG-13,105,1.85,NA,1340891,Shona Auerbach,Gerard Butler,Sharon Small,Jack McElhone,182,96,7.8
Dear Wendy,2004,Comedy Crime Drama Romance,English,Italy,Unrated,102,1.66,50000000,23106,Thomas Vinterberg,Michael Angarano,Chris Owen,William Hootkins,58,100,6.6
Decoys,2004,Comedy Horror Sci-Fi,English,Canada,R,95,1.85,5000000,NA,Matthew Hastings,Meghan Ory,Marc Trottier,Corey Sevier,66,35,4.6
De-Lovely,2004,Biography Drama Music Musical,English,USA,PG-13,125,2.35,20000000,13337299,Irwin Winkler,Kevin McNally,Keith Allen,Sandra Nelson,226,119,6.6
District B13,2004,Action Crime Thriller,French,France,R,84,2.35,12000000,1197786,Pierre Morel,David Belle,Cyril Raffaelli,Dany Verissimo-Petit,157,141,7.2
Dodgeball: A True Underdog Story,2004,Comedy Sport,English,USA,PG-13,92,2.35,20000000,114324072,Rawson Marshall Thurber,Gary Cole,Stephen Root,Joel David Moore,392,191,6.7
Downfall,2004,Biography Drama History War,German,Germany,R,178,1.85,13500000,5501940,Oliver Hirschbiegel,Thomas Kretschmann,Bruno Ganz,Alexandra Maria Lara,564,192,8.3
Ella Enchanted,2004,Comedy Family Fantasy Romance,English,USA,PG,96,1.85,35000000,22913677,Tommy O'Haver,Anne Hathaway,Steve Coogan,Joanna Lumley,244,89,6.3
Envy,2004,Comedy,English,USA,PG-13,99,1.85,40000000,12181484,Barry Levinson,Amy Poehler,Ariel Gade,Sam Lerner,176,76,4.8
Eternal Sunshine of the Spotless Mind,2004,Drama Fantasy Romance Sci-Fi,English,USA,R,108,1.85,20000000,34126138,Michel Gondry,Kate Winslet,Kirsten Dunst,Tom Wilkinson,1514,273,8.3
Eulogy,2004,Comedy Drama,English,USA,R,85,1.85,6500000,70527,Michael Clancy,Zooey Deschanel,Rip Torn,Kelly Preston,68,27,6.7
EuroTrip,2004,Comedy,English,USA,R,93,1.85,25000000,17718223,Jeff Schaffer,Matt Damon,Scott Mechlowicz,Jacob Pitts,316,92,6.6
Exorcist: The Beginning,2004,Horror Mystery Thriller,English,USA,R,125,2,50000000,41814863,Renny Harlin,James D'Arcy,Alan Ford,Izabella Scorupco,308,167,5.1
Fahrenheit 9/11,2004,Documentary Drama War,English,USA,R,122,1.85,6000000,119078393,Michael Moore,Osama bin Laden,Stevie Wonder,Ricky Martin,1416,288,7.5
Fascination,2004,Mystery Romance Thriller,English,Germany,R,103,2.35,5000000,16066,Klaus Menzel,Adam Garcia,Jacqueline Bisset,Alice Evans,44,13,3.3
Fat Albert,2004,Comedy Family Fantasy Romance,English,USA,PG,93,2.35,26000000,48114556,Joel Zwick,Dania Ramirez,Nick Zano,Alice Greczyn,91,59,4.3
Fighting Tommy Riley,2004,Drama Sport,English,USA,R,109,2.35,200000,5199,Eddie O'Flaherty,Don Wallace,Eddie Jones,Christina Chambers,23,13,6.6
Finding Neverland,2004,Biography Drama Family,English,USA,PG,101,2.35,25000000,51676606,Marc Forster,Johnny Depp,Kate Winslet,Kelly Macdonald,632,226,7.8
Flight of the Phoenix,2004,Action Adventure Drama Thriller,English,USA,PG-13,113,2.35,45000000,21009180,John Moore,Dennis Quaid,Tony Curran,Miranda Otto,222,114,6.1
Freeze Frame,2004,Crime Drama Thriller,English,UK,R,99,2.35,2000000,39663,John Simpson,Colin Salmon,Lee Evans,Ian McNeice,41,24,6.4
Garden State,2004,Comedy Drama Romance,English,USA,R,102,2.35,2500000,26781723,Zach Braff,Armando Riesco,Michael Weston,Jill Flint,978,205,7.6
Garfield,2004,Animation Comedy Family Fantasy,English,USA,PG,80,1.85,35000000,75367693,Peter Hewitt,Bill Murray,Mark Christopher Lawrence,Michael Monks,232,116,5
George and the Dragon,2004,Action Adventure Comedy Fantasy Romance,English,USA,PG,93,2.35,32000000,47636,Tom Reeve,Joan Plowright,Rollo Weeks,Simon Callow,31,12,5.7
Godsend,2004,Drama Horror Sci-Fi Thriller,English,USA,PG-13,102,2.35,25000000,14334645,Nick Hamm,Robert De Niro,Cameron Bright,Munro Chambers,191,130,4.8
Guiana 1838,2004,Drama,English,USA,Unrated,120,NA,1000000,227241,Rohit Jagessar,Kumar Gaurav,Rufus Graham,Aasheekaa Bathija,2,NA,7.4
Harold & Kumar Go to White Castle,2004,Adventure Comedy,English,USA,R,88,1.85,9000000,18225165,Danny Leiner,Ethan Embry,Fred Willard,Paula GarcÃ©s,316,150,7.1
Harry Potter and the Prisoner of Azkaban,2004,Adventure Family Fantasy Mystery,English,UK,PG,142,2.35,130000000,249358727,Alfonso CuarÃ³n,Daniel Radcliffe,Gary Oldman,Rupert Grint,1504,274,7.8
Hellboy,2004,Action Fantasy Horror Sci-Fi,English,USA,PG-13,132,1.85,66000000,59035104,Guillermo del Toro,James Babson,Rupert Evans,Brian Steele,597,242,6.8
Hidalgo,2004,Action Adventure Western,English,USA,PG-13,136,2.35,100000000,67286731,Joe Johnston,J.K. Simmons,Viggo Mortensen,Peter Mensah,345,140,6.7
Home on the Range,2004,Animation Comedy Family Music Western,English,USA,PG,76,1.78,110000000,50026353,Will Finn,Steve Buscemi,Roseanne Barr,G.W. Bailey,88,104,5.4
Hotel Rwanda,2004,Drama History War,English,UK,PG-13,121,2.35,17500000,23472900,Terry George,Don Cheadle,Sophie Okonedo,Hakeem Kae-Kazim,609,187,8.1
House of D,2004,Comedy Drama,English,USA,PG-13,96,1.85,6000000,371081,David Duchovny,Robin Williams,Mark Margolis,Frank Langella,86,46,7
I Heart Huckabees,2004,Comedy,English,USA,R,107,2.35,22000000,12784713,David O. Russell,Naomi Watts,Lily Tomlin,Isabelle Huppert,381,183,6.7
"I, Robot",2004,Action Mystery Sci-Fi Thriller,English,USA,PG-13,115,2.35,120000000,144795350,Alex Proyas,Will Smith,Bruce Greenwood,Chi McBride,789,225,7.1
Imaginary Heroes,2004,Comedy Drama,English,USA,R,111,2.35,4000000,228524,Dan Harris,Kip Pardue,Ryan Donowho,Larry Fessenden,56,73,7.3
In Good Company,2004,Comedy Drama Romance,English,USA,PG-13,109,1.85,26000000,45489752,Paul Weitz,Scarlett Johansson,Ty Burrell,Dennis Quaid,214,157,6.5
Incident at Loch Ness,2004,Adventure Comedy Horror,English,UK,PG-13,94,1.85,1400000,36830,Zak Penn,Zak Penn,Gabriel Beristain,John Bailey,63,60,6.6
It's All Gone Pete Tong,2004,Biography Comedy Drama Music,English,UK,R,90,2.35,2000000,120620,Michael Dowse,Paul Kaye,Neil Maskell,Kate Magowan,67,58,7.4
Jersey Girl,2004,Comedy Drama Romance,English,USA,PG-13,102,2.35,35000000,25266129,Kevin Smith,Stephen Root,Mike Starr,George Carlin,358,164,6.2
Johnson Family Vacation,2004,Comedy,English,USA,PG-13,97,2.35,12000000,31179516,Christopher Erskin,Vanessa Williams,Shannon Elizabeth,Shad Moss,49,45,4.3
Kill Bill: Vol. 2,2004,Action Crime Drama Thriller,English,USA,R,137,2.35,30000000,66207920,Quentin Tarantino,Vivica A. Fox,Michael Parks,Michael Bowen,935,304,8
Kinsey,2004,Biography Drama,English,USA,R,118,2.35,11000000,10214647,Bill Condon,Liam Neeson,Oliver Platt,Dylan Baker,204,188,7.1
Ladder 49,2004,Action Drama Thriller,English,USA,PG-13,115,1.85,55000000,74540762,Jay Russell,Billy Burke,Jay Hernandez,Jacinda Barrett,323,125,6.5
Laws of Attraction,2004,Comedy Romance,English,Ireland,PG-13,90,2.35,28000000,17848322,Peter Howitt,Frances Fisher,Mike Doyle,Nora Dunn,102,90,5.9
Layer Cake,2004,Crime Drama Thriller,English,UK,R,105,2.35,4000000,2338695,Matthew Vaughn,Tom Hardy,Sally Hawkins,Jamie Foreman,263,149,7.4
Little Black Book,2004,Comedy Drama Romance,English,USA,PG-13,105,2.35,35000000,20422207,Nick Hurran,Holly Hunter,Kevin Sussman,Dave Annable,116,73,5.2
Live-In Maid,2004,Drama,Spanish,Argentina,Unrated,83,NA,800000,NA,Jorge Gaggero,Norma Aleandro,Hilda Bernard,Claudia LapacÃ³,11,25,7.2
Man on Fire,2004,Action Crime Drama Thriller,English,USA,R,146,2.35,70000000,77862546,Tony Scott,Denzel Washington,Radha Mitchell,Giancarlo Giannini,690,171,7.7
Maria Full of Grace,2004,Crime Drama,Spanish,Colombia,R,101,1.85,3000000,6517198,Joshua Marston,Catalina Sandino Moreno,Wilson Guerrero,Yenny Paola Vega,172,155,7.5
Mean Creek,2004,Crime Drama,English,USA,R,90,1.85,500000,603943,Jacob Aaron Estes,Rory Culkin,Scott Mechlowicz,Trevor Morgan,154,126,7.3
Mean Girls,2004,Comedy,English,USA,PG-13,97,1.85,17000000,86049418,Mark Waters,Tina Fey,Amy Poehler,Neil Flynn,554,159,7
Meet the Fockers,2004,Comedy Romance,English,USA,PG-13,106,1.85,80000000,279167575,Jay Roach,Robert De Niro,Blythe Danner,Teri Polo,428,141,6.3
Million Dollar Baby,2004,Drama Sport,English,USA,PG-13,132,2.35,30000000,100422786,Clint Eastwood,Clint Eastwood,Morgan Freeman,Mike Colter,1106,268,8.1
Mindhunters,2004,Crime Horror Mystery Thriller,English,USA,R,101,2.35,27000000,4476235,Renny Harlin,LL Cool J,Clifton Collins Jr.,Eion Bailey,226,127,6.4
Miracle,2004,Biography Drama History Sport,English,USA,PG,135,2.4,28000000,64371181,Gavin O'Connor,Eddie Cahill,Noah Emmerich,Kenneth Mitchell,289,129,7.5
Mr 3000,2004,Comedy Drama Romance Sport,English,USA,PG-13,104,1.85,30000000,21800302,Charles Stone III,Bernie Mac,Chris Noth,Paul Sorvino,63,63,5.5
My Baby's Daddy,2004,Comedy,English,USA,PG-13,86,1.85,12000000,17321573,Cheryl Dunye,Michael Imperioli,Marsha Thomason,Bai Ling,18,33,4.5
My Date with Drew,2004,Documentary,English,USA,PG,90,1.85,1100,85222,Jon Gunn,John August,Brian Herzlinger,Jon Gunn,84,43,6.6
My Summer of Love,2004,Drama Romance,English,UK,R,86,1.85,1700000,992238,Pawel Pawlikowski,Paddy Considine,Natalie Press,Dean Andrews,103,124,6.8
Napoleon Dynamite,2004,Comedy,English,USA,PG,92,1.85,400000,44540956,Jared Hess,Jon Heder,Diedrich Bader,Jon Gries,1473,220,6.9
National Treasure,2004,Action Adventure Comedy Family Mystery,English,USA,PG,131,2.35,100000000,173005002,Jon Turteltaub,Nicolas Cage,Armando Riesco,Annie Parisse,692,193,6.9
New York Minute,2004,Comedy Crime Family Romance,English,USA,PG,91,1.85,30000000,14018364,Dennie Gordon,Mary-Kate Olsen,Bob Saget,Riley Smith,111,70,4.8
November,2004,Drama Mystery Thriller,English,USA,R,78,1.85,150000,191309,Greg Harrison,Amir Talai,Anne Archer,Nora Dunn,64,43,5.5
Ocean's Twelve,2004,Crime Thriller,English,USA,PG-13,125,2.35,110000000,125531634,Steven Soderbergh,Brad Pitt,Julia Roberts,Mini Anden,627,198,6.4
On the Downlow,2004,Drama,English,USA,NA,84,NA,NA,NA,Tadeo Garcia,Tatiana Suarez-Pico,Michael Cortez,Eric Ambriz,3,NA,6.1
On the Outs,2004,Drama,English,USA,R,86,NA,NA,NA,Lori Silverbush,Judy Marte,Flaco Navaja,Dominic ColÃ³n,15,26,6.9
Paparazzi,2004,Action Crime Drama Thriller,English,USA,PG-13,84,2.35,20000000,15712072,Paul Abascal,Cole Hauser,Tom Hollander,Kelly Carlson,138,77,5.8
"Peace, Propaganda & the Promised Land",2004,Documentary,English,USA,NA,80,NA,70000,4930,Sut Jhally,Noam Chomsky,Seth Ackerman,Arik Ascherman,13,16,8.3
Primer,2004,Drama Sci-Fi Thriller,English,USA,PG-13,77,1.85,7000,424760,Shane Carruth,Shane Carruth,David Sullivan,Casey Gooden,371,143,7
Proud,2004,Drama,English,USA,PG,87,NA,1000000,NA,Mary Pat Kelly,Aidan Quinn,Ossie Davis,Janet Hubert,22,2,5.8
Raise Your Voice,2004,Family Music Romance,English,USA,PG,103,2.35,15000000,10411980,Sean McNamara,Oliver James,Rebecca De Mornay,Jason Ritter,212,46,5.9
Raising Helen,2004,Comedy Drama Romance,English,USA,PG-13,119,1.85,50000000,37486138,Garry Marshall,Amber Valletta,Felicity Huffman,Spencer Breslin,106,93,6
Ray,2004,Biography Drama Music,English,USA,PG-13,178,1.85,40000000,75305995,Taylor Hackford,Bokeem Woodbine,Curtis Armstrong,Harry Lennix,433,209,7.7
Resident Evil: Apocalypse,2004,Action Horror Sci-Fi Thriller,English,Germany,R,98,2.35,45000000,50740078,Alexander Witt,Milla Jovovich,Thomas Kretschmann,Mike Epps,672,191,6.2
Riding Giants,2004,Documentary History Sport,English,USA,PG-13,105,NA,2600000,2276368,Stacy Peralta,Gerry Lopez,Gabrielle Reece,Laird John Hamilton,37,74,7.9
Saint Ralph,2004,Comedy Drama Sport,English,Canada,PG-13,98,1.85,6000000,795126,Michael McGowan,Campbell Scott,Adam Butcher,Gordon Pinsent,52,47,7.6
